"","age","workclass","fnlwgt","education","education_num","marital_stat","occupation","relationship","race","sex","capital_gain","capital_loss","hr_per_wk","native_country","label"
"3976",34," Self-emp-inc",186824," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,40," United-States",1
"3977",46," Federal-gov",162187," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"3978",28," Private",98010," Some-college",10," Married-spouse-absent"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",0
"3979",36," Private",172538," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,52," United-States",1
"3980",18," Private",80163," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States",0
"3981",33," Local-gov",43959," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,50," United-States",1
"3982",51," Private",162632," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",7298,0,60," United-States",1
"3983",56," Self-emp-not-inc",115422," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,35," United-States",0
"3984",54," Private",100933," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"3985",29," Private",270379," HS-grad",9," Never-married"," Exec-managerial"," Unmarried"," Black"," Female",0,0,40," United-States",0
"3986",40," Private",20109," Some-college",10," Divorced"," Handlers-cleaners"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,84," United-States",0
"3987",53," Private",114758," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,65," United-States",1
"3988",22," Private",100345," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,35," United-States",0
"3989",33," Private",184901," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",1
"3990",28," Private",87239," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,50," United-States",0
"3991",63," Private",127363," Some-college",10," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,12," United-States",0
"3992",53," Federal-gov",199720," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,60," Germany",1
"3993",37," Private",143058," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",0
"3994",50," Federal-gov",36489," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," White"," Male",0,0,40," United-States",0
"3995",22," Private",141698," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"3996",40," Federal-gov",26358," Assoc-acdm",12," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"3997",22," Private",195532," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",8614,0,40," United-States",1
"3998",21," Private",30039," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," United-States",0
"3999",25," Private",125159," Assoc-acdm",12," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",0,0,40," Jamaica",0
"4000",20," Private",246250," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,40," United-States",0
"4001",43," Federal-gov",77370," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"4002",29," Private",355569," Assoc-voc",11," Never-married"," Exec-managerial"," Unmarried"," White"," Female",0,0,50," United-States",0
"4003",32," Private",180603," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
"4004",42," Private",201785," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
"4005",33," Private",256211," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Asian-Pac-Islander"," Male",0,0,40," South",0
"4006",27," Private",146764," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States",1
"4007",29," Private",200515," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,38," United-States",0
"4008",29," Private",52636," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"4009",20," Private",27049," Some-college",10," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,20," United-States",0
"4010",35," Private",111128," 10th",6," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States",0
"4011",31," Self-emp-not-inc",348038," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,50," Puerto-Rico",1
"4012",33," Private",93930," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States",0
"4013",67," Private",397831," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1539,40," United-States",0
"4014",46," Private",33794," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,10," United-States",0
"4015",45," Private",178215," 9th",5," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," United-States",1
"4016",17," Local-gov",191910," 11th",7," Never-married"," Sales"," Own-child"," White"," Male",0,0,20," United-States",0
"4017",35," Private",340110," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1848,70," United-States",1
"4018",48," Self-emp-not-inc",133694," Bachelors",13," Married-spouse-absent"," Exec-managerial"," Not-in-family"," Black"," Male",0,0,40," Jamaica",1
"4019",49," Private",148398," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"4020",20," Private",133515," Some-college",10," Never-married"," Sales"," Other-relative"," White"," Female",0,0,40," United-States",0
"4021",27," Private",181667," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",5013,0,46," Canada",0
"4022",64," Private",159715," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,20," United-States",0
"4023",53," Federal-gov",174040," Some-college",10," Separated"," Craft-repair"," Not-in-family"," Black"," Male",0,0,40," United-States",0
"4024",52," Private",117700," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"4025",29," Private",37215," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,55," United-States",0
"4026",32," Self-emp-inc",46807," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",99999,0,40," United-States",1
"4027",48," Self-emp-not-inc",317360," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,20," United-States",1
"4028",30," Private",425627," Some-college",10," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,40," Mexico",0
"4029",34," Private",82623," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,20," United-States",0
"4030",39," Private",140854," HS-grad",9," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States",0
"4031",28," Private",185061," 11th",7," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,40," United-States",0
"4032",54," Private",282680," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States",0
"4033",24," Private",137591," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,1762,40," United-States",0
"4034",25," Private",198163," HS-grad",9," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," United-States",0
"4035",25," Private",132749," 11th",7," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,12," United-States",0
"4036",48," Local-gov",31264," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",5178,0,40," United-States",1
"4037",24," Private",399449," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States",0
"4038",31," Private",27494," Some-college",10," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,0,50," Taiwan",0
"4039",47," Private",368561," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"4040",19," Private",406078," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,25," United-States",0
"4041",52," Self-emp-inc",100506," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,50," United-States",1
"4042",52," Private",29658," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",0
"4043",60," Private",181953," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,28," United-States",0
"4044",43," Private",304175," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",1
"4045",24," Private",170070," Assoc-acdm",12," Divorced"," Other-service"," Own-child"," White"," Female",0,0,30," United-States",0
"4046",51," Private",194908," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"4047",38," Self-emp-not-inc",357962," 9th",5," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"4048",21," Private",214716," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,10," United-States",0
"4049",40," Self-emp-inc",207578," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," United-States",1
"4050",54," Private",146409," Some-college",10," Widowed"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States",0
"4051",35," Private",341643," Bachelors",13," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,50," United-States",0
"4052",52," Private",131631," 11th",7," Separated"," Machine-op-inspct"," Unmarried"," Black"," Male",0,0,40," United-States",0
"4053",53," Private",88842," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99999,0,40," United-States",1
"4054",35," Private",417136," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," Black"," Male",0,0,40," United-States",0
"4055",43," Self-emp-not-inc",336763," Some-college",10," Divorced"," Sales"," Unmarried"," White"," Female",0,880,42," United-States",0
"4056",29," Private",209301," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Canada",0
"4057",29," Private",120986," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Amer-Indian-Eskimo"," Male",0,0,65," United-States",0
"4058",27," Private",51025," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States",0
"4059",58," Private",218281," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," Mexico",0
"4060",64," Private",114994," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,18," United-States",0
"4061",53," Private",335481," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,0,32," United-States",0
"4062",21," Private",174503," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,30," United-States",0
"4063",40," Self-emp-not-inc",230478," Assoc-acdm",12," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,30," United-States",0
"4064",52," State-gov",149650," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," Iran",1
"4065",38," Private",149419," Assoc-voc",11," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,50," United-States",0
"4066",39," Private",185099," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"4067",68," Private",128472," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States",1
"4068",24," Private",124971," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,38," United-States",0
"4069",40," Self-emp-inc",344060," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",1
"4070",43," Self-emp-inc",286750," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",0,0,99," United-States",1
"4071",38," Private",296999," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,70," United-States",0
"4072",45," Private",123681," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
"4073",18," Private",232024," 11th",7," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,55," United-States",0
"4074",57," Local-gov",52267," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
"4075",49," Private",119182," HS-grad",9," Separated"," Other-service"," Not-in-family"," Black"," Female",0,0,35," United-States",0
"4076",25," Private",191230," Some-college",10," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," Yugoslavia",0
"4077",52," Federal-gov",23780," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",0
"4078",56," Private",184553," 10th",6," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,56," United-States",0
"4079",26," Self-emp-inc",242651," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,48," United-States",0
"4080",19," Private",246226," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,40," United-States",0
"4081",25," Self-emp-inc",86745," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," United-States",0
"4082",25," Private",106889," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,30," United-States",0
